cluster,block_height,output_index,derived_p2pkh_address,amount_btc,script_type,source
E,17060,0,1AeDSZ5v9CRDBBsFbVdWSqiMwyCz1aQWaK,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17061,0,1FfMVxRpVeimLxWSWZKvJLhh4KLXmEdNfd,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17063,0,12Yshw4ioaNhSpdiMBp4e5AbwkYXq7hNK8,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17064,0,1D8AkYgYe6gm3GkFLtQSicW7HKTLRcrWyA,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17066,0,13fCwaVnLkCVmtPbnuv7dTFxhC2iPTtR6v,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17067,0,13pzqTGWVgSxwu4cRiN31ynoApisyDzBik,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17068,0,1MCPwfk2HgsDDVBWzKLnQ8ZWVjkgzhUCnQ,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17069,0,1Fr3xXB79k9zW3ZQXsBMJyLL75A87JGBGK,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17070,0,1J4r1hJ9YmDp8txVgJxUS2ybwM2tviTypt,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17071,0,1GMJik83azTcHHhiY6Sk8rEwDAfqESPgNi,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17073,0,19mZUPGpwQaPgnN2y1zsBgeFVFJugakXay,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17075,0,1ERCyFZu3zafmJ76Ctd93meFHUCfaGfBPE,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17076,0,1PGYJJ9BPGyxvGd8Havc926DywDcGX7cGc,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17079,0,1H4GeMzNNT2otzSrvzngigjWQvE66cbUpR,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17080,0,16NT2UYoJD2inNe7P8Jnr2WmQcbxnorxGg,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17081,0,198wLWqHLGUYwV2rDGRsbjBbWjy7UNPBJB,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17082,0,1PqfjvCpr3LZYTAEwWvSS6RrqJKTCfJ255,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17083,0,1F9VigjAJVqefyCV8h8QaX9ML7YN6Qij8G,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17084,0,1626nmGQADdVb4hL6FAjL11ZPyE56pGduH,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17085,0,14XrU85Dwpmtw9rg2s8oDBnKq7Xd9DtMMR,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17087,0,15ifkD7qLQUQEJSXHFoauq1WHxMVDvMGbw,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17088,0,1rGxVs3jcsKX9MVPg8aaL4YG8L3c8ZZ1s,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17090,0,1EKYX7xngHci8bzM7STboToKHvyqB1yqdr,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17091,0,18ci4YBw8BCjz3jvhvmNCXtgffoyQ5yME,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17092,0,14nc1AZgdRH9zZZeLf1Xpyuihithfer7Wu,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17093,0,145bMYCFVae3ZpAEnTptxXLaUHCrrFz5Jx,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17095,0,12tnzt4zA3Savd3aHadQwxpoc7dhZ9ZPd1,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17098,0,1Gx5YN6fy9tRqKDmFBhfohwXzHuXit29qQ,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
